,Unnamed: 0,question_id,context,question,quiz_subject_id,question_image,year,examining_board
80,80,2383,,"No texto CG1A1BBB, o pronome “os” (l.12) remete a",5,,2017,cespe
81,81,2384,,"No que diz respeito à pontuação, assinale a opção que apresenta proposta de reescrita que mantém a correção do segundo parágrafo do texto CG1A1AAA.",5,,2017,cespe
82,82,2385,,Em cada uma das opções a seguir é apresentado trecho do texto CG2A1AAA — entre aspas — seguido de uma proposta de reescrita desse trecho. Assinale a opção em que a proposta de reescrita mantém a correção gramatical e o sentido original do texto.,5,,2017,cespe
83,83,2386,,O sentido original e a correção gramatical do texto CG2A1BBB seriam preservados caso se substituísse,5,,2017,cespe
84,84,2387,,"No texto CG2A1BBB, a oração “para resolver determinados problemas públicos” (l.39) exprime a ideia de",5,,2017,cespe
85,85,2388,,"No texto CG2A1AAA, o termo “que”, empregado na linha 22, remete a",5,,2017,cespe
86,86,2389,,"Com base nas ideias do texto Geografia eleitoral e manutençãodo poder:..., assinale a opção correta.",5,,2016,cespe
87,87,2390,,"Com referência aos mecanismos de coesão e aos tempos e modos
verbais empregados no texto CB1A1AAA, assinale a opção correta.",5,,2016,cespe
88,88,2391,,"As opções subsequentes apresentam propostas de reescrita do
seguinte período do texto CB1A2AAA: “Acredita-se, por essa
razão, que haja uma relação entre maior nível de escolaridade
e redução da criminalidade.” (R. 21 e 22). Assinale a opção que
apresenta proposta de reescrita que preserva a correção gramatical
e o sentido original do texto.",5,,2016,cespe
89,89,2392,,"Cada opção a seguir apresenta um trecho adaptado de texto jurídico
veiculado na Internet. Assinale a opção que apresenta trecho claro,
conciso, objetivo e gramaticalmente correto.",5,,2016,cespe
90,90,2393,,"A correção e o sentido original do texto seriam mantidos caso se
substituísse",5,,2016,cespe
91,91,2394,,"Para o autor do texto II, a solução do problema do lixo nas cidades grandes passa pela",5,,2016,cespe
92,92,2395,,"No texto III, o pronome isso, em “A partir disso” (l.11), refere-se",5,,2016,cespe
93,93,2396,,"Considerando a importância do discurso ao operador do direito e o
que se espera da linguagem jurídica de qualidade, acessível a quem
recorre à justiça, assinale a opção correta.",5,,2016,cespe
94,94,2397,,"No que se refere aos aspectos linguísticos do texto CB1A1AAA,
assinale a opção correta.",5,,2016,cespe
95,95,2398,,A oração “que já se cometeram” (R.18),5,,2016,cespe
96,96,2399,,"A correção gramatical e o sentido original do texto Incidência do
ITCD sobre doações a candidatos seriam mantidos caso se
substituísse",5,,2016,cespe
97,97,2400,,"Cada uma das opções a seguir apresenta um trecho do texto A
participação política das mulheres no Brasil:... — indicado entre
aspas —, seguido de uma proposta de reescrita desse mesmo trecho.
Assinale a opção em que a reescrita, além de manter o sentido da
informação originalmente apresentada, também preserva a correção
gramatical do texto.",5,,2016,cespe
98,98,2401,,"Considerando as informações apresentadas no texto I, assinale a opção correta.",5,,2016,cespe
99,99,2402,,"No texto II, sem prejuízo do sentido original e da correção gramatical do trecho “Para que isso seja possível, será necessária a implantação ou a ampliação da coleta seletiva de lixo, além de apoio efetivo ao trabalho desenvolvido pelas cooperativas de catadores” (l. 15 a 18), as palavras “possível” e “efetivo” poderiam ser substituídas, respectivamente, por",5,,2016,cespe
100,100,2403,,"Seriam mantidos o sentido e a correção gramatical do texto III caso a palavra “Portanto”, no trecho “Portanto, o que importava naquele momento era a arte em si e não o nome de seu autor” (l. 20 e 21), fosse substituída por",5,,2016,cespe
101,101,2404,,O texto IV,5,,2016,cespe
102,102,2405,,"Assinale a opção correta com relação a aspectos linguísticos do
texto Elegibilidade dos analfabetos:....",5,,2016,cespe
103,103,2406,,"De acordo com as ideias do texto A participação política das
mulheres no Brasil:...,",5,,2016,cespe
104,104,2407,,"Conforme o texto Incidência do ITCD sobre doações a
candidatos,",5,,2016,cespe
105,105,2408,,Assinale a opção correta acerca dos aspectos linguísticos e dos sentidos do texto Geografia eleitoral e manutenção do poder:....,5,,2016,cespe
106,106,2409,,"De acordo com o texto CB1A1AAA,",5,,2016,cespe
107,107,2410,,"No texto CB1A2AAA, a palavra “aversão” (R.6) foi empregada no
sentido de",5,,2016,cespe
108,108,2411,,"Considerando os vocábulos e as expressões empregadas no texto
4A5AAA, assinale a opção correta.",5,,2016,cespe
109,109,2412,,"imagemA respeito das ideias do texto precedente, assinale a opção correta.",5,,2016,cespe
110,110,2413,,"No mundo, cada vez mais se cristaliza a ideia de que, noque concerne à gestão das finanças públicas, é necessáriocompromisso de médio e longo prazo com a disciplina fiscal.Diversos países passaram a adotar leis como instrumentoinstitucional para sinalizar e diminuir a interferência política sobretal compromisso, chamado genericamente de lei deresponsabilidade fiscal (LRF). De maneira geral, as LRFs trazemprincípios, objetivos e regras de conduta, que refletem também, emgrande parte, nas leis que tratam do processo orçamentário.No Brasil, a consolidação dessa cultura acontece acada dia, mas ganhou um marco institucional importantíssimo coma promulgação da Lei Complementar n.º 101/2000. Assim, àsvésperas de um novo século, o país recebeu a sua LRF.O Brasil pode se orgulhar de ter construído sua própriaLRF, uma lei made in Brazil e que incorpora os aspectos bons eruins da cultura brasileira, a partir de um aprendizado internacional.Não o fez por imposição internacional, mas por uma necessidadepremente e legítima da sociedade.Hoje, o país se apresenta ao mundo como uma naçãodiferenciada, e isso se deve ao progresso institucional realizado nosúltimos vinte anos, iniciado a partir da crença na necessidade dereforma e de institucionalização dos processos, de padronização dedeterminadas condutas, de direcionamento para novos rumos ecorreções de eventuais desvios, embora ainda seja necessárioavançar na consolidação dos marcos regulatórios que existem econstruir outros tantos mais.Paulo Henrique Feijó e Pedro Jucá Maciel. O nascimento da Lei de ResponsabilidadeFiscal e as perspectivas de aprimoramento institucional. In: Revista Digital doTribunal de Contas do Estado do Paraná, n.º 13, jul. - set./2015 (com adaptações).Tomando como base as ideias expressas no texto antecedente,assinale a opção correta.",5,,2016,cespe
111,111,2414,,"De acordo com as informações presentes no texto I,",5,,2016,cespe
112,112,2415,,Assinale a opção que apresenta um termo que exerce a função de objeto direto na oração do texto I em que ocorre.,5,,2016,cespe
113,113,2416,,"Em cada uma das opções a seguir é apresentada uma proposta de reescrita para o quarto parágrafo do texto III, a seguir transcrito.“É importante ressaltar que o grafite, inicialmente, foi uma arte caracterizada pela autoria anônima, por meio da qual o grafiteiro transformava a cidade em um importante suporte de comunicação artística sem delimitação de espaço, de mensagem ou de mensageiro.""Assinale a opção em que a proposta apresentada preserva o sentido original e a correção gramatical do texto.",5,,2016,cespe
114,114,2417,,"De acordo com o texto IV,",5,,2016,cespe
115,115,2418,,"Ainda com relação aos aspectos linguísticos do texto Geografia
eleitoral e manutenção do poder:..., assinale a opção correta.",5,,2016,cespe
116,116,2419,,"Conforme as ideias do texto Elegibilidade dos analfabetos:...,",5,,2016,cespe
117,117,2420,,"A correção e a coerência do texto Elegibilidade dos analfabetos:...
seriam mantidas caso",5,,2016,cespe
118,118,2421,,"Acerca das estruturas linguísticas do texto O papel da ética no
processo eleitoral, assinale a opção correta.",5,,2016,cespe
119,119,2422,,Seriam mantidos o sentido original e a correção gramatical do texto II caso o trecho “por não reciclar” (l.31) fosse substituído por,5,,2016,cespe
120,120,2423,,"De acordo com o texto III, o grafite",5,,2016,cespe
121,121,2424,,Assinale a opção que apresenta um trecho do texto III que contém uma oração na voz passiva.,5,,2016,cespe
122,122,2425,,"Seriam mantidas a coerência e a correção gramatical do texto IV, caso a forma verbal “tiveram” (l.17) fosse substituída por",5,,2016,cespe
123,123,2426,,"No texto 4A5AAA, predomina a linguagem",5,,2016,cespe
124,124,2427,,"Para privilegiar a clareza de determinado texto jurídico, seria
semanticamente correto substituir",5,,2016,cespe
125,125,2428,,"Texto CB1A1AAAO processo de investigação e combate à corrupção que oBrasil experimenta hoje tem sido acompanhado da circulação detoda sorte de discursos sobre o tema, elaborados por diversosagentes sociais que disputam a atenção e o convencimento dosparticipantes da esfera pública. A maior parte desses discursos nãoestá preocupada em refletir sobre as causas e as consequências dacorrupção, mas sim em apresentar uma série de afirmações fortessobre seu combate.O nosso debate público parece marcado por um excesso decertezas e muito poucas dúvidas sobre a corrupção, exatamente ooposto da situação imperante no campo dos estudos acadêmicossobre esse assunto. Dizem especialistas em corrupção que apesquisa sobre o tema é muito recente e ainda não produziuresultados conclusivos. Não há receitas prontas para combater acorrupção nos diversos países; tampouco há uma definição clarasobre que tipo de ação se deve considerar corrupção.Para ficar apenas em um exemplo, o conceito de corrupçãocomo abuso da função pública para obter fins privados tem sidoquestionado, com a proposta de que o termo ""corrupção"" passe aincluir práticas que não se refiram ao Estado e não envolvamfuncionários públicos — por exemplo, práticas consideradas lícitasque buscam influenciar o mercado, como o lobby, e ofinanciamento de campanha. Alguns autores questionam se alegalização dessas práticas não produziu uma situação na qualinteresses econômicos terminam simplesmente reconhecidos pelasleis, em uma verdadeira legalização de práticas antes consideradascorruptas por permitirem a influência privada sobre os agentespúblicos.Além disso, o suposto sucesso de receitas de boagovernança contra a corrupção, hoje indicadas por organizaçõesinternacionais como o Banco Mundial, tem sido relativizado poranálises qualitativas que apontam para a necessidade de se conhecercada contexto social antes de se pensar nas medidas anticorrupçãoe estratégias destinadas a implementá-las.José Rodrigo Rodriguez. Contra o fanatismo textualista: corrupção,jeitinho brasileiro e estado de direito. In: Novos Estudos CEBRAP,edição 104, mar./2016, p. 61-2 (com adaptações).Em cada uma das opções a seguir é apresentada uma proposta dereescrita para o seguinte período do texto CB1A1AAA: “Não háreceitas prontas para combater a corrupção nos diversos países;tampouco há uma definição clara sobre que tipo de ação se deveconsiderar corrupção."" Assinale a opção em que a reescritaapresentada mantém a correção gramatical e o sentido original doperíodo.",5,,2016,cespe
126,126,2429,,"Nas opções a seguir, constam propostas de reescrita do trecho “Há
outras razões pelas quais se podem associar educação e redução da
criminalidade.” (R. 11 e 12). Assinale a opção em que a proposta
apresentada mantém o sentido original, a formalidade e a correção
gramatical do texto CB1A2AAA.",5,,2016,cespe
127,127,2430,,"Com base nas ideias do texto O papel da ética no processo
eleitoral, assinale a opção correta.",5,,2016,cespe
128,128,2431,,"Assinale a opção correta acerca dos aspectos linguísticos do texto
Geografia eleitoral e manutenção do poder:....",5,,2016,cespe
129,129,2432,,"Considerando as informações do texto 4A5AAA e a linguagem nele
empregada, assinale a opção correta.",5,,2016,cespe
130,130,2433,,"Texto CB1A1AAAO processo de investigação e combate à corrupção que oBrasil experimenta hoje tem sido acompanhado da circulação detoda sorte de discursos sobre o tema, elaborados por diversosagentes sociais que disputam a atenção e o convencimento dosparticipantes da esfera pública. A maior parte desses discursos nãoestá preocupada em refletir sobre as causas e as consequências dacorrupção, mas sim em apresentar uma série de afirmações fortessobre seu combate.O nosso debate público parece marcado por um excesso decertezas e muito poucas dúvidas sobre a corrupção, exatamente ooposto da situação imperante no campo dos estudos acadêmicossobre esse assunto. Dizem especialistas em corrupção que apesquisa sobre o tema é muito recente e ainda não produziuresultados conclusivos. Não há receitas prontas para combater acorrupção nos diversos países; tampouco há uma definição clarasobre que tipo de ação se deve considerar corrupção.Para ficar apenas em um exemplo, o conceito de corrupçãocomo abuso da função pública para obter fins privados tem sidoquestionado, com a proposta de que o termo “corrupção"" passe aincluir práticas que não se refiram ao Estado e não envolvamfuncionários públicos — por exemplo, práticas consideradas lícitasque buscam influenciar o mercado, como o lobby, e ofinanciamento de campanha. Alguns autores questionam se alegalização dessas práticas não produziu uma situação na qualinteresses econômicos terminam simplesmente reconhecidos pelasleis, em uma verdadeira legalização de práticas antes consideradascorruptas por permitirem a influência privada sobre os agentespúblicos.Além disso, o suposto sucesso de receitas de boagovernança contra a corrupção, hoje indicadas por organizaçõesinternacionais como o Banco Mundial, tem sido relativizado poranálises qualitativas que apontam para a necessidade de se conhecercada contexto social antes de se pensar nas medidas anticorrupçãoe estratégias destinadas a implementá-las.José Rodrigo Rodriguez. Contra o fanatismo textualista: corrupção,jeitinho brasileiro e estado de direito. In: Novos Estudos CEBRAP,edição 104, mar./2016, p. 61-2 (com adaptações).No que se refere às ideias expressas no texto CB1A1AAA, assinale
a opção correta.",5,,2016,cespe
131,131,2434,,"Quanto aos termos empregados no texto CB1A1AAA, às ideias nele
contidas e à ortografia oficial da língua portuguesa, assinale a opção
correta.",5,,2016,cespe
132,132,2435,,"Levando em conta os sentidos do texto II, assinale a opção correta.",5,,2016,cespe
133,133,2436,,"Assinale a opção correta a respeito dos aspectos linguísticos e dos sentidos do último período do primeiro parágrafo do texto II: ""Os lixões deverão dar lugar a aterros sanitários, que, se não representam uma solução perfeita, ao menos são locais mais adequados para o depósito dos rejeitos, uma vez que evitam problemas como os citados anteriormente”.",5,,2016,cespe
134,134,2437,,Seriam mantidos o sentido original e a correção gramatical do texto IV caso fosse suprimida a vírgula empregada logo após,5,,2016,cespe
135,135,2438,,"No que se refere aos aspectos linguísticos do texto, assinale a opçãocorreta.",5,,2015,cespe
136,136,2439,,Assinale a opção correta de acordo com as ideias do texto.,5,,2015,cespe
137,137,2440,,"Considerando que cada uma das opções abaixo apresenta umaproposta de reescrita de trecho do texto — indicado entre aspas —,assinale a opção em que a reescrita mantém o sentido dainformação originalmente apresentada e preserva a correçãogramatical do texto.",5,,2015,cespe
138,138,2441,,"De acordo com o texto As eleições na era da televisão,",5,,2015,cespe
139,139,2442,,"Assinale a opção correta com base no texto Pelo fim do doping
eleitoral.",5,,2015,cespe
140,140,2443,,"Considerando os aspectos gramaticais do texto Voto eletrônico,
assinale a opção correta.",5,,2015,cespe
141,141,2444,,"Considerando os aspectos linguísticos do texto, assinale a opçãocorreta.",5,,2015,cespe
142,142,2445,,"De acordo com o texto,",5,,2015,cespe
143,143,2446,,"Seriam preservadas a coerência e a correção gramatical do
texto caso",5,,2015,cespe
